assoc_idx,sup_idx,Associate,Associate Email,Associate State,Associate License,Associate Availability,Supervisor,Supervisor Email,Supervisor State,Who can you supervise?,Supervisor Availability,Capacity,AvailabilityOverlap,AvailabilityScore,Label,Reason
150,75,Taylor Brown,taylor.brown@example.com,NH,Marriage and Family Therapist,"Monday 1:30 PM, Monday 3:00 PM, Tuesday 9:00 AM, Tuesday 2:30 PM, Wednesday 8:30 AM, Wednesday 10:30 AM, Wednesday 11:30 AM, Wednesday 12:30 PM, Wednesday 4:00 PM, Friday 10:00 AM, Friday 6:00 PM",Jordan Moore,jordan.moore@mail.net,NH,"Marriage and Family Therapist, Psychologist, Counselor","Monday 11:30 AM, Monday 12:00 PM, Monday 12:30 PM, Tuesday 3:00 PM, Tuesday 4:30 PM, Wednesday 9:30 AM, Wednesday 3:00 PM, Wednesday 5:00 PM, Thursday 8:30 AM, Thursday 2:00 PM, Thursday 4:30 PM, Friday 4:30 PM",5,0,0.7232849983251024,1,good_match
150,77,Taylor Brown,taylor.brown@example.com,NH,Marriage and Family Therapist,"Monday 1:30 PM, Monday 3:00 PM, Tuesday 9:00 AM, Tuesday 2:30 PM, Wednesday 8:30 AM, Wednesday 10:30 AM, Wednesday 11:30 AM, Wednesday 12:30 PM, Wednesday 4:00 PM, Friday 10:00 AM, Friday 6:00 PM",Elliot Bennett,elliot.bennett@mail.net,NH,"Counselor, Psychologist, Marriage and Family Therapist","Monday 11:00 AM, Monday 12:00 PM, Monday 2:00 PM, Wednesday 8:00 AM, Wednesday 8:30 AM, Wednesday 11:30 AM, Wednesday 1:00 PM, Thursday 12:00 PM, Thursday 2:30 PM, Thursday 4:30 PM, Thursday 5:30 PM, Friday 9:00 AM, Friday 3:30 PM, Friday 4:30 PM",4,2,0.7278836490015109,1,good_match
150,92,Taylor Brown,taylor.brown@example.com,NH,Marriage and Family Therapist,"Monday 1:30 PM, Monday 3:00 PM, Tuesday 9:00 AM, Tuesday 2:30 PM, Wednesday 8:30 AM, Wednesday 10:30 AM, Wednesday 11:30 AM, Wednesday 12:30 PM, Wednesday 4:00 PM, Friday 10:00 AM, Friday 6:00 PM",Rowan Patel,rowan.patel@mail.net,NH,"Marriage and Family Therapist, Counselor","Monday 9:30 AM, Monday 3:00 PM, Monday 4:30 PM, Tuesday 1:00 PM, Tuesday 3:00 PM, Tuesday 5:30 PM, Wednesday 10:00 AM, Wednesday 12:00 PM, Thursday 10:00 AM, Thursday 1:00 PM, Thursday 6:00 PM",5,1,0.6867874977525987,1,good_match
151,68,Finley Bennett,finley.bennett@sample.org,TN,Counselor,"Monday 11:30 AM, Monday 2:30 PM, Monday 4:00 PM, Monday 6:00 PM, Friday 10:30 AM, Friday 12:00 PM",Reese Brooks,reese.brooks@mail.net,TN,"Social Worker, Marriage and Family Therapist, Counselor","Monday 8:00 AM, Monday 5:00 PM, Tuesday 9:00 AM, Tuesday 2:30 PM, Tuesday 5:00 PM, Wednesday 8:30 AM, Wednesday 9:00 AM, Thursday 12:30 PM, Friday 10:30 AM, Friday 2:30 PM",2,1,0.6113816067693001,1,good_match
151,76,Finley Bennett,finley.bennett@sample.org,TN,Counselor,"Monday 11:30 AM, Monday 2:30 PM, Monday 4:00 PM, Monday 6:00 PM, Friday 10:30 AM, Friday 12:00 PM",Quinn Reed,quinn.reed@example.com,"CA, TN, CO","Psychologist, Counselor, Social Worker","Monday 11:30 AM, Monday 1:00 PM, Monday 2:30 PM, Monday 5:30 PM, Tuesday 8:30 AM, Tuesday 9:30 AM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 3:30 PM, Wednesday 5:00 PM, Thursday 8:30 AM, Thursday 1:00 PM, Thursday 3:00 PM, Thursday 5:30 PM, Thursday 6:00 PM, Friday 11:30 AM, Friday 5:30 PM",0,2,0.6625425414347126,0,capacity_full
152,12,Peyton Patel,peyton.patel@sample.org,NM,Psychologist,"Monday 9:30 AM, Wednesday 9:30 AM, Wednesday 11:00 AM, Thursday 3:30 PM, Friday 9:30 AM, Friday 12:30 PM, Friday 3:30 PM",Alex Bailey,alex.bailey@example.com,NM,Psychologist,"Monday 8:00 AM, Tuesday 8:00 AM, Tuesday 2:00 PM, Tuesday 3:30 PM, Wednesday 11:00 AM, Wednesday 11:30 AM, Wednesday 2:00 PM, Wednesday 4:00 PM, Friday 10:30 AM, Friday 4:00 PM",6,1,0.5001781793927359,1,good_match
152,86,Peyton Patel,peyton.patel@sample.org,NM,Psychologist,"Monday 9:30 AM, Wednesday 9:30 AM, Wednesday 11:00 AM, Thursday 3:30 PM, Friday 9:30 AM, Friday 12:30 PM, Friday 3:30 PM",Drew Parker,drew.parker@sample.org,"MO, NM",Psychologist,"Monday 9:00 AM, Monday 12:00 PM, Monday 2:30 PM, Tuesday 12:30 PM, Tuesday 1:30 PM, Wednesday 9:00 AM, Wednesday 9:30 AM, Thursday 1:30 PM, Thursday 4:30 PM, Friday 8:00 AM, Friday 12:30 PM, Friday 1:00 PM, Friday 1:30 PM, Friday 3:00 PM, Friday 4:00 PM",3,2,0.6689861890590453,1,good_match
152,106,Peyton Patel,peyton.patel@sample.org,NM,Psychologist,"Monday 9:30 AM, Wednesday 9:30 AM, Wednesday 11:00 AM, Thursday 3:30 PM, Friday 9:30 AM, Friday 12:30 PM, Friday 3:30 PM",Avery Jenkins,avery.jenkins@mail.net,NM,"Social Worker, Marriage and Family Therapist, Psychologist","Tuesday 8:30 AM, Tuesday 10:30 AM, Tuesday 5:30 PM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 9:30 AM, Wednesday 11:00 AM, Wednesday 4:00 PM, Wednesday 5:30 PM, Thursday 10:00 AM, Thursday 10:30 AM, Thursday 11:00 AM, Thursday 12:00 PM, Friday 8:00 AM, Friday 9:00 AM, Friday 9:30 AM, Friday 12:00 PM, Friday 3:00 PM",4,3,0.6378222249606411,0,sampled_negative
153,44,Finley Bailey,finley.bailey@example.com,NY,Social Worker,"Monday 8:30 AM, Monday 10:30 AM, Monday 12:00 PM, Tuesday 2:00 PM, Tuesday 5:30 PM, Wednesday 3:00 PM, Thursday 6:00 PM, Friday 9:00 AM, Friday 11:00 AM",Jordan Bailey,jordan.bailey@sample.org,NY,"Social Worker, Marriage and Family Therapist","Monday 9:30 AM, Monday 1:30 PM, Tuesday 12:00 PM, Tuesday 1:30 PM, Tuesday 6:00 PM, Wednesday 2:30 PM, Thursday 1:00 PM, Thursday 3:00 PM, Friday 9:00 AM, Friday 1:00 PM",2,1,0.8383739867310734,1,good_match
153,54,Finley Bailey,finley.bailey@example.com,NY,Social Worker,"Monday 8:30 AM, Monday 10:30 AM, Monday 12:00 PM, Tuesday 2:00 PM, Tuesday 5:30 PM, Wednesday 3:00 PM, Thursday 6:00 PM, Friday 9:00 AM, Friday 11:00 AM",Elliot Rivera,elliot.rivera@mail.net,NY,"Counselor, Social Worker, Psychologist","Monday 8:30 AM, Monday 12:30 PM, Monday 6:00 PM, Tuesday 1:30 PM, Tuesday 3:30 PM, Wednesday 9:00 AM, Wednesday 3:00 PM, Wednesday 4:00 PM, Wednesday 4:30 PM, Thursday 11:00 AM, Thursday 2:00 PM, Friday 8:30 AM, Friday 9:00 AM, Friday 5:00 PM",5,3,0.8193403652898038,0,sampled_negative
154,45,Rowan Jenkins,rowan.jenkins@mail.net,OR,Counselor,"Monday 2:00 PM, Tuesday 1:00 PM, Wednesday 8:30 AM, Wednesday 2:30 PM, Wednesday 5:30 PM, Thursday 9:30 AM, Thursday 4:00 PM, Friday 8:00 AM, Friday 10:00 AM, Friday 10:30 AM, Friday 12:30 PM",Skyler Davis,skyler.davis@mail.net,OR,Counselor,"Monday 1:30 PM, Tuesday 9:00 AM, Tuesday 3:00 PM, Tuesday 6:00 PM, Wednesday 8:00 AM, Wednesday 9:00 AM, Wednesday 1:00 PM, Wednesday 2:30 PM, Wednesday 3:00 PM, Wednesday 5:00 PM, Wednesday 6:00 PM, Thursday 9:30 AM, Thursday 1:30 PM, Thursday 5:00 PM, Thursday 6:00 PM, Friday 8:30 AM, Friday 6:00 PM",3,2,0.6788064776586472,1,good_match
155,9,Elliot Bailey,elliot.bailey@sample.org,TN,Psychologist,"Monday 8:30 AM, Monday 11:00 AM, Monday 6:00 PM, Thursday 8:30 AM, Thursday 12:00 PM, Thursday 3:30 PM, Thursday 5:30 PM",Riley Wilson,riley.wilson@sample.org,TN,"Psychologist, Marriage and Family Therapist","Monday 8:00 AM, Monday 9:00 AM, Monday 10:00 AM, Monday 11:30 AM, Monday 12:00 PM, Monday 12:30 PM, Monday 3:30 PM, Tuesday 11:30 AM, Tuesday 12:00 PM, Tuesday 1:00 PM, Wednesday 8:00 AM, Wednesday 8:30 AM, Thursday 9:00 AM, Thursday 11:30 AM, Thursday 2:00 PM, Thursday 4:30 PM, Friday 11:00 AM",5,0,0.7077652994652849,1,good_match
155,76,Elliot Bailey,elliot.bailey@sample.org,TN,Psychologist,"Monday 8:30 AM, Monday 11:00 AM, Monday 6:00 PM, Thursday 8:30 AM, Thursday 12:00 PM, Thursday 3:30 PM, Thursday 5:30 PM",Quinn Reed,quinn.reed@example.com,"CA, TN, CO","Psychologist, Counselor, Social Worker","Monday 11:30 AM, Monday 1:00 PM, Monday 2:30 PM, Monday 5:30 PM, Tuesday 8:30 AM, Tuesday 9:30 AM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 3:30 PM, Wednesday 5:00 PM, Thursday 8:30 AM, Thursday 1:00 PM, Thursday 3:00 PM, Thursday 5:30 PM, Thursday 6:00 PM, Friday 11:30 AM, Friday 5:30 PM",0,2,0.7311560028981011,0,capacity_full
157,75,Jordan Bennett,jordan.bennett@example.com,NH,Psychologist,"Monday 3:30 PM, Tuesday 5:30 PM, Wednesday 3:30 PM, Thursday 8:00 AM, Thursday 6:00 PM, Friday 1:30 PM",Jordan Moore,jordan.moore@mail.net,NH,"Marriage and Family Therapist, Psychologist, Counselor","Monday 11:30 AM, Monday 12:00 PM, Monday 12:30 PM, Tuesday 3:00 PM, Tuesday 4:30 PM, Wednesday 9:30 AM, Wednesday 3:00 PM, Wednesday 5:00 PM, Thursday 8:30 AM, Thursday 2:00 PM, Thursday 4:30 PM, Friday 4:30 PM",5,0,0.7639848724083057,1,good_match
157,77,Jordan Bennett,jordan.bennett@example.com,NH,Psychologist,"Monday 3:30 PM, Tuesday 5:30 PM, Wednesday 3:30 PM, Thursday 8:00 AM, Thursday 6:00 PM, Friday 1:30 PM",Elliot Bennett,elliot.bennett@mail.net,NH,"Counselor, Psychologist, Marriage and Family Therapist","Monday 11:00 AM, Monday 12:00 PM, Monday 2:00 PM, Wednesday 8:00 AM, Wednesday 8:30 AM, Wednesday 11:30 AM, Wednesday 1:00 PM, Thursday 12:00 PM, Thursday 2:30 PM, Thursday 4:30 PM, Thursday 5:30 PM, Friday 9:00 AM, Friday 3:30 PM, Friday 4:30 PM",4,0,0.7005425958655743,1,good_match
158,23,Taylor Cooper,taylor.cooper@example.com,NE,Social Worker,"Monday 8:00 AM, Monday 1:30 PM, Tuesday 4:30 PM, Thursday 9:00 AM, Thursday 11:30 AM, Thursday 12:00 PM, Thursday 3:00 PM, Thursday 4:00 PM, Thursday 5:00 PM, Friday 4:30 PM",Jordan Brown,jordan.brown@mail.net,NE,"Psychologist, Marriage and Family Therapist, Social Worker","Monday 8:00 AM, Tuesday 10:30 AM, Tuesday 3:30 PM, Tuesday 4:30 PM, Tuesday 6:00 PM, Wednesday 12:30 PM, Wednesday 2:30 PM, Wednesday 3:00 PM, Wednesday 4:30 PM, Thursday 11:30 AM, Thursday 1:30 PM, Thursday 3:00 PM, Thursday 6:00 PM, Friday 4:00 PM",3,4,0.7687659286459109,1,good_match
159,6,Taylor Wilson,taylor.wilson@example.com,NJ,Marriage and Family Therapist,"Monday 11:00 AM, Tuesday 11:30 AM, Wednesday 8:00 AM, Wednesday 4:00 PM, Thursday 12:00 PM, Thursday 4:00 PM, Friday 3:00 PM, Friday 6:00 PM",Skyler Parker,skyler.parker@sample.org,NJ,"Marriage and Family Therapist, Psychologist, Social Worker","Monday 3:00 PM, Monday 6:00 PM, Tuesday 2:30 PM, Tuesday 4:00 PM, Wednesday 8:30 AM, Wednesday 2:30 PM, Thursday 10:30 AM, Thursday 5:30 PM, Friday 9:30 AM, Friday 2:00 PM, Friday 3:00 PM",4,1,0.6381242471961731,1,good_match
159,60,Taylor Wilson,taylor.wilson@example.com,NJ,Marriage and Family Therapist,"Monday 11:00 AM, Tuesday 11:30 AM, Wednesday 8:00 AM, Wednesday 4:00 PM, Thursday 12:00 PM, Thursday 4:00 PM, Friday 3:00 PM, Friday 6:00 PM",Alex Lopez,alex.lopez@mail.net,NJ,"Psychologist, Marriage and Family Therapist","Monday 10:00 AM, Monday 2:00 PM, Tuesday 11:00 AM, Tuesday 3:00 PM, Wednesday 10:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 3:00 PM, Wednesday 6:00 PM, Thursday 3:30 PM, Thursday 6:00 PM, Friday 10:00 AM",3,0,0.7375890683666821,1,good_match
160,16,Hayden Nguyen,hayden.nguyen@mail.net,TX,Marriage and Family Therapist,"Monday 8:00 AM, Monday 2:00 PM, Monday 3:00 PM, Tuesday 11:30 AM, Wednesday 8:30 AM, Wednesday 9:30 AM, Wednesday 3:30 PM, Thursday 5:00 PM, Friday 8:00 AM, Friday 2:30 PM, Friday 5:00 PM",Taylor Jenkins,taylor.jenkins@mail.net,TX,"Marriage and Family Therapist, Psychologist, Social Worker","Monday 2:30 PM, Monday 3:00 PM, Monday 5:30 PM, Tuesday 10:30 AM, Tuesday 2:00 PM, Tuesday 2:30 PM, Tuesday 3:30 PM, Wednesday 8:30 AM, Thursday 11:30 AM, Thursday 3:00 PM, Friday 11:30 AM, Friday 1:30 PM",4,2,0.64154003472704,0,sampled_negative
160,66,Hayden Nguyen,hayden.nguyen@mail.net,TX,Marriage and Family Therapist,"Monday 8:00 AM, Monday 2:00 PM, Monday 3:00 PM, Tuesday 11:30 AM, Wednesday 8:30 AM, Wednesday 9:30 AM, Wednesday 3:30 PM, Thursday 5:00 PM, Friday 8:00 AM, Friday 2:30 PM, Friday 5:00 PM",Drew Clark,drew.clark@sample.org,TX,"Marriage and Family Therapist, Social Worker","Monday 11:30 AM, Monday 12:00 PM, Monday 1:00 PM, Monday 1:30 PM, Monday 2:00 PM, Monday 3:30 PM, Monday 4:00 PM, Wednesday 8:00 AM, Wednesday 10:30 AM, Wednesday 1:00 PM, Wednesday 2:30 PM, Thursday 12:00 PM, Thursday 2:00 PM, Friday 8:30 AM, Friday 1:00 PM, Friday 1:30 PM, Friday 5:30 PM",5,1,0.7763843901240304,1,good_match
160,70,Hayden Nguyen,hayden.nguyen@mail.net,TX,Marriage and Family Therapist,"Monday 8:00 AM, Monday 2:00 PM, Monday 3:00 PM, Tuesday 11:30 AM, Wednesday 8:30 AM, Wednesday 9:30 AM, Wednesday 3:30 PM, Thursday 5:00 PM, Friday 8:00 AM, Friday 2:30 PM, Friday 5:00 PM",Casey Bailey,casey.bailey@example.com,TX,"Psychologist, Marriage and Family Therapist","Monday 10:30 AM, Monday 3:00 PM, Tuesday 11:00 AM, Tuesday 11:30 AM, Tuesday 2:30 PM, Tuesday 3:30 PM, Tuesday 5:00 PM, Wednesday 9:00 AM, Wednesday 1:30 PM, Wednesday 2:30 PM, Wednesday 6:00 PM, Thursday 9:00 AM, Thursday 10:00 AM, Thursday 2:00 PM, Friday 8:30 AM, Friday 9:00 AM, Friday 2:00 PM",6,2,0.7391032570753223,1,good_match
161,114,Harper Davis,harper.davis@sample.org,MS,Social Worker,"Monday 4:30 PM, Tuesday 8:00 AM, Thursday 8:00 AM, Friday 11:30 AM, Friday 12:00 PM, Friday 1:30 PM",Jamie Nguyen,jamie.nguyen@example.com,MS,"Counselor, Social Worker, Marriage and Family Therapist","Monday 3:30 PM, Monday 4:30 PM, Monday 5:30 PM, Monday 6:00 PM, Tuesday 11:30 AM, Tuesday 4:00 PM, Tuesday 5:00 PM, Wednesday 10:30 AM, Wednesday 12:30 PM, Wednesday 5:30 PM, Thursday 8:30 AM, Thursday 3:30 PM, Thursday 5:00 PM, Friday 9:30 AM, Friday 10:00 AM, Friday 11:00 AM, Friday 3:00 PM",6,1,0.7337859037011827,0,sampled_negative
162,65,Cameron Bailey,cameron.bailey@sample.org,SC,Counselor,"Monday 3:30 PM, Tuesday 9:30 AM, Tuesday 11:00 AM, Wednesday 12:00 PM, Wednesday 4:00 PM, Friday 11:30 AM, Friday 4:00 PM",Reese Martinez,reese.martinez@example.com,SC,"Marriage and Family Therapist, Counselor, Psychologist","Monday 2:00 PM, Monday 3:00 PM, Tuesday 11:00 AM, Tuesday 12:00 PM, Wednesday 8:30 AM, Wednesday 1:00 PM, Wednesday 2:30 PM, Wednesday 3:30 PM, Wednesday 4:00 PM, Thursday 8:30 AM, Thursday 11:30 AM, Thursday 3:00 PM, Thursday 6:00 PM, Friday 10:30 AM, Friday 12:00 PM, Friday 3:00 PM, Friday 4:30 PM",2,2,0.7436712825671663,1,good_match
163,23,Jamie Moore,jamie.moore@sample.org,NE,Social Worker,"Monday 8:00 AM, Monday 3:30 PM, Monday 4:30 PM, Wednesday 3:30 PM, Wednesday 4:00 PM, Thursday 8:00 AM, Thursday 8:30 AM, Thursday 2:00 PM, Friday 8:00 AM, Friday 9:00 AM, Friday 3:00 PM",Jordan Brown,jordan.brown@mail.net,NE,"Psychologist, Marriage and Family Therapist, Social Worker","Monday 8:00 AM, Tuesday 10:30 AM, Tuesday 3:30 PM, Tuesday 4:30 PM, Tuesday 6:00 PM, Wednesday 12:30 PM, Wednesday 2:30 PM, Wednesday 3:00 PM, Wednesday 4:30 PM, Thursday 11:30 AM, Thursday 1:30 PM, Thursday 3:00 PM, Thursday 6:00 PM, Friday 4:00 PM",3,1,0.7377041088990711,1,good_match
166,42,Cameron Chen,cameron.chen@example.com,RI,Marriage and Family Therapist,"Tuesday 10:00 AM, Tuesday 10:30 AM, Tuesday 11:00 AM, Tuesday 4:00 PM, Tuesday 5:30 PM, Thursday 11:30 AM, Thursday 4:00 PM, Thursday 4:30 PM, Friday 9:30 AM, Friday 10:30 AM, Friday 11:30 AM, Friday 1:00 PM",Emerson Bailey,emerson.bailey@sample.org,RI,"Marriage and Family Therapist, Social Worker","Monday 12:30 PM, Tuesday 12:00 PM, Tuesday 2:00 PM, Tuesday 3:30 PM, Wednesday 4:00 PM, Thursday 2:00 PM, Thursday 4:30 PM, Friday 8:00 AM, Friday 9:30 AM, Friday 10:30 AM, Friday 11:00 AM, Friday 4:00 PM, Friday 4:30 PM",3,3,0.7297491865697813,0,sampled_negative
166,103,Cameron Chen,cameron.chen@example.com,RI,Marriage and Family Therapist,"Tuesday 10:00 AM, Tuesday 10:30 AM, Tuesday 11:00 AM, Tuesday 4:00 PM, Tuesday 5:30 PM, Thursday 11:30 AM, Thursday 4:00 PM, Thursday 4:30 PM, Friday 9:30 AM, Friday 10:30 AM, Friday 11:30 AM, Friday 1:00 PM",Hayden Gonzalez,hayden.gonzalez@mail.net,RI,"Counselor, Psychologist, Marriage and Family Therapist","Tuesday 4:30 PM, Wednesday 8:30 AM, Wednesday 12:00 PM, Wednesday 6:00 PM, Thursday 8:30 AM, Thursday 9:00 AM, Thursday 10:30 AM, Thursday 12:30 PM, Thursday 2:00 PM, Thursday 3:30 PM, Friday 11:00 AM, Friday 1:00 PM",2,1,0.6166865044420548,1,good_match
167,71,Taylor Parker,taylor.parker@sample.org,FL,Counselor,"Monday 3:00 PM, Tuesday 6:00 PM, Wednesday 9:30 AM, Wednesday 5:30 PM, Thursday 11:00 AM, Thursday 12:00 PM, Thursday 5:00 PM, Friday 10:00 AM, Friday 11:00 AM, Friday 2:30 PM",Elliot Clark,elliot.clark@example.com,"IN, WY, FL","Marriage and Family Therapist, Counselor","Monday 8:00 AM, Monday 4:00 PM, Tuesday 8:30 AM, Tuesday 12:00 PM, Wednesday 11:00 AM, Wednesday 2:30 PM, Thursday 8:00 AM, Thursday 8:30 AM, Thursday 10:30 AM, Friday 11:00 AM, Friday 1:30 PM",4,1,0.7711693286680991,1,good_match
167,84,Taylor Parker,taylor.parker@sample.org,FL,Counselor,"Monday 3:00 PM, Tuesday 6:00 PM, Wednesday 9:30 AM, Wednesday 5:30 PM, Thursday 11:00 AM, Thursday 12:00 PM, Thursday 5:00 PM, Friday 10:00 AM, Friday 11:00 AM, Friday 2:30 PM",Logan Lee,logan.lee@sample.org,FL,"Psychologist, Counselor, Social Worker","Monday 9:00 AM, Monday 3:00 PM, Monday 5:30 PM, Tuesday 11:00 AM, Tuesday 1:30 PM, Wednesday 2:00 PM, Thursday 10:00 AM, Thursday 11:30 AM, Thursday 3:00 PM, Friday 12:30 PM, Friday 3:30 PM",4,1,0.7424687584453805,1,good_match
168,16,Drew Nguyen,drew.nguyen@mail.net,TX,Psychologist,"Monday 8:30 AM, Monday 9:30 AM, Monday 2:30 PM, Monday 5:00 PM, Tuesday 3:30 PM, Wednesday 11:00 AM, Wednesday 2:00 PM, Thursday 9:30 AM, Thursday 10:30 AM, Friday 1:30 PM, Friday 5:30 PM",Taylor Jenkins,taylor.jenkins@mail.net,TX,"Marriage and Family Therapist, Psychologist, Social Worker","Monday 2:30 PM, Monday 3:00 PM, Monday 5:30 PM, Tuesday 10:30 AM, Tuesday 2:00 PM, Tuesday 2:30 PM, Tuesday 3:30 PM, Wednesday 8:30 AM, Thursday 11:30 AM, Thursday 3:00 PM, Friday 11:30 AM, Friday 1:30 PM",4,3,0.7945239618853701,1,good_match
168,70,Drew Nguyen,drew.nguyen@mail.net,TX,Psychologist,"Monday 8:30 AM, Monday 9:30 AM, Monday 2:30 PM, Monday 5:00 PM, Tuesday 3:30 PM, Wednesday 11:00 AM, Wednesday 2:00 PM, Thursday 9:30 AM, Thursday 10:30 AM, Friday 1:30 PM, Friday 5:30 PM",Casey Bailey,casey.bailey@example.com,TX,"Psychologist, Marriage and Family Therapist","Monday 10:30 AM, Monday 3:00 PM, Tuesday 11:00 AM, Tuesday 11:30 AM, Tuesday 2:30 PM, Tuesday 3:30 PM, Tuesday 5:00 PM, Wednesday 9:00 AM, Wednesday 1:30 PM, Wednesday 2:30 PM, Wednesday 6:00 PM, Thursday 9:00 AM, Thursday 10:00 AM, Thursday 2:00 PM, Friday 8:30 AM, Friday 9:00 AM, Friday 2:00 PM",6,1,0.7129041417366058,1,good_match
168,78,Drew Nguyen,drew.nguyen@mail.net,TX,Psychologist,"Monday 8:30 AM, Monday 9:30 AM, Monday 2:30 PM, Monday 5:00 PM, Tuesday 3:30 PM, Wednesday 11:00 AM, Wednesday 2:00 PM, Thursday 9:30 AM, Thursday 10:30 AM, Friday 1:30 PM, Friday 5:30 PM",Cameron Lee,cameron.lee@sample.org,TX,"Counselor, Psychologist, Social Worker","Monday 1:00 PM, Monday 4:00 PM, Tuesday 5:00 PM, Wednesday 9:00 AM, Wednesday 11:00 AM, Wednesday 12:00 PM, Thursday 12:00 PM, Thursday 2:30 PM, Thursday 6:00 PM, Friday 8:00 AM, Friday 10:30 AM, Friday 11:00 AM",4,1,0.6065610338000148,1,good_match
169,47,Harper Chen,harper.chen@example.com,IL,Marriage and Family Therapist,"Monday 11:30 AM, Monday 5:00 PM, Monday 6:00 PM, Tuesday 10:30 AM, Tuesday 1:30 PM, Tuesday 3:30 PM, Tuesday 4:00 PM, Thursday 11:00 AM, Friday 9:30 AM, Friday 10:00 AM, Friday 2:00 PM, Friday 4:00 PM",Alex Bennett,alex.bennett@sample.org,IL,"Marriage and Family Therapist, Psychologist, Counselor","Monday 9:30 AM, Monday 11:00 AM, Monday 3:30 PM, Monday 4:00 PM, Tuesday 10:30 AM, Tuesday 12:30 PM, Tuesday 2:30 PM, Tuesday 3:30 PM, Wednesday 3:00 PM, Wednesday 6:00 PM, Thursday 11:30 AM, Thursday 3:00 PM, Thursday 4:30 PM, Friday 10:30 AM, Friday 11:00 AM, Friday 2:30 PM, Friday 5:00 PM",6,2,0.8745730213625752,1,good_match
171,16,Logan Davis,logan.davis@mail.net,TX,Social Worker,"Monday 8:30 AM, Monday 11:00 AM, Tuesday 5:30 PM, Wednesday 11:30 AM, Wednesday 1:30 PM, Thursday 11:30 AM, Friday 9:30 AM, Friday 1:30 PM, Friday 4:00 PM",Taylor Jenkins,taylor.jenkins@mail.net,TX,"Marriage and Family Therapist, Psychologist, Social Worker","Monday 2:30 PM, Monday 3:00 PM, Monday 5:30 PM, Tuesday 10:30 AM, Tuesday 2:00 PM, Tuesday 2:30 PM, Tuesday 3:30 PM, Wednesday 8:30 AM, Thursday 11:30 AM, Thursday 3:00 PM, Friday 11:30 AM, Friday 1:30 PM",4,2,0.734167822034976,1,good_match
171,30,Logan Davis,logan.davis@mail.net,TX,Social Worker,"Monday 8:30 AM, Monday 11:00 AM, Tuesday 5:30 PM, Wednesday 11:30 AM, Wednesday 1:30 PM, Thursday 11:30 AM, Friday 9:30 AM, Friday 1:30 PM, Friday 4:00 PM",Finley Wilson,finley.wilson@mail.net,"PA, OR, TX",Social Worker,"Monday 11:00 AM, Monday 1:00 PM, Monday 4:30 PM, Tuesday 9:00 AM, Tuesday 11:00 AM, Tuesday 1:30 PM, Tuesday 2:00 PM, Tuesday 3:00 PM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 11:00 AM, Wednesday 1:30 PM, Wednesday 4:00 PM, Wednesday 4:30 PM, Friday 2:00 PM, Friday 2:30 PM",6,2,0.6674207050154265,1,good_match
171,66,Logan Davis,logan.davis@mail.net,TX,Social Worker,"Monday 8:30 AM, Monday 11:00 AM, Tuesday 5:30 PM, Wednesday 11:30 AM, Wednesday 1:30 PM, Thursday 11:30 AM, Friday 9:30 AM, Friday 1:30 PM, Friday 4:00 PM",Drew Clark,drew.clark@sample.org,TX,"Marriage and Family Therapist, Social Worker","Monday 11:30 AM, Monday 12:00 PM, Monday 1:00 PM, Monday 1:30 PM, Monday 2:00 PM, Monday 3:30 PM, Monday 4:00 PM, Wednesday 8:00 AM, Wednesday 10:30 AM, Wednesday 1:00 PM, Wednesday 2:30 PM, Thursday 12:00 PM, Thursday 2:00 PM, Friday 8:30 AM, Friday 1:00 PM, Friday 1:30 PM, Friday 5:30 PM",5,1,0.6600233836865461,1,good_match
171,78,Logan Davis,logan.davis@mail.net,TX,Social Worker,"Monday 8:30 AM, Monday 11:00 AM, Tuesday 5:30 PM, Wednesday 11:30 AM, Wednesday 1:30 PM, Thursday 11:30 AM, Friday 9:30 AM, Friday 1:30 PM, Friday 4:00 PM",Cameron Lee,cameron.lee@sample.org,TX,"Counselor, Psychologist, Social Worker","Monday 1:00 PM, Monday 4:00 PM, Tuesday 5:00 PM, Wednesday 9:00 AM, Wednesday 11:00 AM, Wednesday 12:00 PM, Thursday 12:00 PM, Thursday 2:30 PM, Thursday 6:00 PM, Friday 8:00 AM, Friday 10:30 AM, Friday 11:00 AM",4,0,0.5018040107165314,1,good_match
